"Nuclide","Half Life","f1","Adrenals","Urinary Bladder","Bone Surface","Brain","Breast","Esophagus","Stomach","Small Intestine","Upper Large Intestine","Lower Large Intestine","Colon","Kidneys","Liver","Muscle","Ovaries","Pancreas","Red Marrow","Extratrachial Airways","Lungs","Skin","Spleen","Testes","Thymus","Thyroid","Uterus","Remainder","E"
"Sn-123","129.2d","0.02","3.3E-11","5.3E-11","6.8E-10","3.2E-11","3.2E-11","3.2E-11","6.3E-10","1.5E-09","9E-09","2.6E-08","1.6E-08","3.3E-11","3.3E-11","3.3E-11","3.9E-11","3.3E-11","2.5E-10","3.2E-11","3.2E-11","3.2E-11","3.3E-11","3.3E-11","3.2E-11","3.2E-11","3.5E-11","6.4E-11","2.1E-09"
"Sn-123m","40.08m","0.02","6.7E-13","4.6E-13","4E-13","8.8E-15","1.3E-13","9.2E-14","2.8E-10","1.3E-10","5.7E-11","7.2E-12","3.5E-11","9E-13","5.2E-13","4E-13","1.8E-12","2.6E-12","4.7E-13","1.5E-14","2.4E-13","1.3E-13","1.7E-12","6.4E-14","9.2E-14","1.5E-14","1.5E-12","3.2E-12","3.8E-11"
"Sn-125","9.64d","0.02","3E-11","1.2E-10","2.5E-10","1E-11","1.3E-11","1.3E-11","1E-09","2.5E-09","1.4E-08","3.7E-08","2.4E-08","5E-11","3.7E-11","4.3E-11","3E-10","4.6E-11","2.1E-10","1E-11","1.6E-11","2.2E-11","3.7E-11","3.7E-11","1.3E-11","1E-11","1.4E-10","9.4E-11","3.1E-09"
"Sn-126","1.0E5y","0.02","9.2E-10","1.1E-09","5.4E-09","7E-10","4.6E-10","5.5E-10","1.6E-09","4.3E-09","1.6E-08","4.4E-08","2.8E-08","8.8E-10","7.1E-10","8E-10","2.5E-09","8.5E-10","2.8E-09","6.2E-10","6.3E-10","5.5E-10","7.1E-10","6.6E-10","5.5E-10","6.2E-10","1.4E-09","8.7E-10","4.7E-09"
"Sn-127","2.10h","0.02","1.9E-11","2.7E-11","1.2E-11","4.1E-13","4.8E-12","3.6E-12","6.2E-10","6.4E-10","9.1E-10","7E-10","8.2E-10","3.1E-11","2.1E-11","1.7E-11","1E-10","5.3E-11","2.4E-11","9.3E-13","7E-12","6.8E-12","3.5E-11","6.7E-12","3.6E-12","9.3E-13","6.7E-11","3E-11","2E-10"
"Sn-128","59.1m","0.02","1.5E-11","1.3E-11","6.7E-12","1.6E-13","3.4E-12","2.4E-12","8.3E-10","6.6E-10","4.8E-10","9.8E-11","3.1E-10","2.1E-11","1.3E-11","1.1E-11","5.5E-11","4.8E-11","1.4E-11","4.5E-13","5.3E-12","4E-12","3E-11","2.8E-12","2.4E-12","4.5E-13","4.2E-11","2.4E-11","1.5E-10"
"Sb-115","31.8m","0.1","3.6E-12","1.9E-12","1.1E-12","4.2E-14","8.3E-13","6.1E-13","1.6E-10","5.9E-11","3.1E-11","6.7E-12","2E-11","4.1E-12","2.5E-12","1.9E-12","7.3E-12","1.3E-11","2.3E-12","1.1E-13","1.3E-12","7.6E-13","8.2E-12","3.8E-13","6.1E-13","1.1E-13","5.9E-12","3.1E-12","2.4E-11"
"Sb-116","15.8m","0.1","4.3E-12","1.5E-12","1.2E-12","4.8E-14","1.2E-12","9.1E-13","1.9E-10","3.8E-11","1.6E-11","4.5E-12","1.1E-11","4.6E-12","2.7E-12","2.1E-12","5.5E-12","1.6E-11","2.2E-12","1.6E-13","1.8E-12","9E-13","1E-11","3.8E-13","9.1E-13","1.6E-13","4.6E-12","2.9E-12","2.6E-11"
"Sb-116m","60.3m","0.1","1.9E-11","1.4E-11","7.6E-12","3.5E-13","4.7E-12","3.6E-12","3E-10","1.5E-10","1.7E-10","4.8E-11","1.1E-10","2.5E-11","1.6E-11","1.2E-11","5.7E-11","6E-11","1.5E-11","8.2E-13","7.1E-12","5E-12","3.8E-11","3.4E-12","3.6E-12","8.2E-13","4.4E-11","1.5E-11","6.7E-11"
"Sb-117","2.80h","0.1","2.3E-12","3.7E-12","3E-12","1.3E-13","4.5E-13","3.7E-13","5.1E-11","5.5E-11","8.5E-11","3.5E-11","6.3E-11","4E-12","2.7E-12","2.2E-12","1.5E-11","7.3E-12","3E-12","1.6E-13","7.9E-13","7.1E-13","4.6E-12","6.7E-13","3.7E-13","1.6E-13","9.8E-12","3.3E-12","1.8E-11"
"Sb-118m","5.00h","0.1","4.6E-11","8.6E-11","3.6E-11","2.8E-12","1.2E-11","9.9E-12","3.4E-10","4.7E-10","8.7E-10","4.7E-10","7E-10","8.2E-11","5.9E-11","4.8E-11","3.2E-10","1.1E-10","6.9E-11","4.4E-12","1.7E-11","2E-11","7.4E-11","2.3E-11","9.9E-12","4.4E-12","1.9E-10","5.6E-11","2.1E-10"
"Sb-119","38.1h","0.1","1E-12","7.6E-12","5E-11","8.8E-13","7.3E-13","8E-13","4.2E-11","9.7E-11","4E-10","7.6E-10","5.5E-10","1.5E-12","3.3E-12","2.6E-12","3.5E-11","2.3E-12","6.5E-12","8.1E-13","9.4E-13","8.7E-13","1.5E-12","1.1E-12","8E-13","8.1E-13","5.8E-12","4.5E-12","8E-11"
"Sb-120m","5.76d","0.1","2.3E-10","7.2E-10","5E-10","5.7E-11","7E-11","7.7E-11","7.2E-10","2E-09","3.6E-09","6.4E-09","4.8E-09","3.6E-10","3.1E-10","3E-10","2.1E-09","3.4E-10","5.1E-10","6.3E-11","1E-10","1.3E-10","2.6E-10","2.4E-10","7.7E-11","6.3E-11","9.7E-10","3.2E-10","1.2E-09"
"Sb-120","15.89m","0.1","1E-12","3.4E-13","2.6E-13","8.9E-15","2.4E-13","1.8E-13","1.1E-10","2.3E-11","6.3E-12","1.2E-12","4.1E-12","1.1E-12","6.2E-13","4.8E-13","1.3E-12","4E-12","5E-13","2.8E-14","3.9E-13","1.9E-13","2.5E-12","7.3E-14","1.8E-13","2.8E-14","1.1E-12","9.6E-13","1.4E-11"
"Sb-122","2.70d","0.1","4.6E-11","2E-10","1.8E-10","2E-11","2.3E-11","2.3E-11","7.7E-10","1.7E-09","8E-09","1.8E-08","1.2E-08","7E-11","9.9E-11","5.9E-11","3.5E-10","6.8E-11","2.1E-10","2.1E-11","2.7E-11","3.2E-11","5.4E-11","5E-11","2.3E-11","2.1E-11","1.7E-10","9.2E-11","1.7E-09"
"Sb-124","60.20d","0.1","3.9E-10","8.5E-10","2.7E-09","1.8E-10","1.7E-10","1.9E-10","1.1E-09","2.6E-09","8.5E-09","2.2E-08","1.4E-08","4.6E-10","6.3E-10","3.8E-10","1.9E-09","4.3E-10","1.2E-09","1.9E-10","2.3E-10","2.2E-10","3.5E-10","3.2E-10","1.9E-10","1.9E-10","9.2E-10","4.2E-10","2.5E-09"
"Sb-124n","20.2m","0.1","1E-12","5.5E-13","7.7E-13","4.3E-14","2.6E-13","2E-13","5.5E-11","1.5E-11","7.3E-12","5.3E-12","6.4E-12","1.1E-12","7.3E-13","5.4E-13","1.8E-12","3.5E-12","7.5E-13","6.2E-14","4E-13","2.3E-13","2.2E-12","1.4E-13","2E-13","6.2E-14","1.4E-12","8.5E-13","8E-12"
"Sb-125","2.77y","0.1","4.2E-10","4.3E-10","9E-09","2.6E-10","2.1E-10","2.5E-10","4.9E-10","9.7E-10","2.5E-09","6.2E-09","4.1E-09","3.8E-10","7.8E-10","3.1E-10","7.9E-10","3.8E-10","1.5E-09","2.6E-10","2.9E-10","2.1E-10","3E-10","2.5E-10","2.5E-10","2.6E-10","4.9E-10","3.2E-10","1.1E-09"
"Sb-126","12.4d","0.1","3.5E-10","1E-09","1.1E-09","1.2E-10","1.2E-10","1.4E-10","1.2E-09","3.1E-09","8E-09","1.8E-08","1.2E-08","5.1E-10","5.1E-10","4.2E-10","2.8E-09","4.8E-10","9E-10","1.2E-10","1.7E-10","2E-10","3.7E-10","3.6E-10","1.4E-10","1.2E-10","1.3E-09","4.7E-10","2.4E-09"
"Sb-126m","19.0m","0.1","4.1E-12","1.6E-12","1.2E-12","5.5E-14","1E-12","7.5E-13","2.6E-10","6.4E-11","2.4E-11","7.5E-12","1.7E-11","4.4E-12","2.6E-12","2E-12","6E-12","1.5E-11","2.2E-12","1.4E-13","1.6E-12","8.2E-13","9.4E-12","3.9E-13","7.5E-13","1.4E-13","4.9E-12","3.3E-12","3.6E-11"
"Sb-127","3.85d","0.1","7.3E-11","2.9E-10","2.9E-10","2.8E-11","3.2E-11","3.3E-11","5.7E-10","1.4E-09","6.9E-09","1.8E-08","1.2E-08","1.1E-10","1.4E-10","9.3E-11","5.8E-10","1.1E-10","3E-10","2.9E-11","4E-11","4.7E-11","8.4E-11","7.9E-11","3.3E-11","2.9E-11","2.8E-10","1.2E-10","1.7E-09"
"Sb-128","9.01h","0.1","8.7E-11","2.2E-10","8.5E-11","8.8E-12","2.3E-11","2E-11","9.3E-10","1.6E-09","3.9E-09","3.6E-09","3.8E-09","1.6E-10","1.2E-10","1E-10","7E-10","1.9E-10","1.6E-10","1.1E-11","3.3E-11","4.1E-11","1.3E-10","6.1E-11","2E-11","1.1E-11","3.9E-10","1.3E-10","7.6E-10"
"Sb-128m","10.4m","0.1","3.1E-12","7.9E-13","7.3E-13","2.4E-14","7.7E-13","5.7E-13","2.6E-10","3.6E-11","9.6E-12","2.4E-12","6.5E-12","3E-12","1.8E-12","1.3E-12","2.8E-12","1.2E-11","1.3E-12","8.8E-14","1.2E-12","5.6E-13","7.3E-12","1.9E-13","5.7E-13","8.8E-14","2.4E-12","2.1E-12","3.3E-11"
"Sb-129","4.32h","0.1","2.6E-11","5.8E-11","2.8E-11","3.3E-12","8.1E-12","7E-12","7.2E-10","1.3E-09","2.9E-09","1.8E-09","2.4E-09","4.4E-11","3.4E-11","2.6E-11","1.6E-10","6E-11","4.2E-11","4.1E-12","1.1E-11","1.2E-11","4.1E-11","1.3E-11","7E-12","4.1E-12","9.8E-11","5.2E-11","4.2E-10"
"Sb-130","40m","0.1","1.5E-11","8.8E-12","5.1E-12","2.3E-13","3.7E-12","2.8E-12","5.7E-10","2.5E-10","1.5E-10","3.3E-11","1E-10","1.8E-11","1.1E-11","8.5E-12","3.4E-11","5E-11","1E-11","5.6E-13","5.6E-12","3.5E-12","3.2E-11","2E-12","2.8E-12","5.6E-13","2.8E-11","1.3E-11","9.1E-11"
"Sb-131","23m","0.1","6.4E-12","5E-12","3.4E-12","4.9E-13","1.9E-12","1.6E-12","4.7E-10","2E-10","9.5E-11","2.6E-11","6.5E-11","7.4E-12","4.6E-12","3.7E-12","1.2E-11","2.2E-11","4.4E-12","6.5E-13","2.8E-12","1.7E-12","1.4E-11","1E-12","1.6E-12","7.1E-10","9.9E-12","7.9E-12","1E-10"
"Te-116","2.49h","0.3","2.5E-11","4.6E-11","1.9E-11","4.7E-12","8.7E-12","8.5E-12","4.9E-10","6E-10","8.8E-10","3.4E-10","6.5E-10","4E-11","2.8E-11","2.3E-11","1.2E-10","5.8E-11","3.1E-11","5.8E-12","1.2E-11","1.1E-11","3.9E-11","1.2E-11","8.5E-12","7.7E-12","8.2E-11","3.5E-11","1.7E-10"
"Te-121","17d","0.3","2.3E-10","2.8E-10","6.9E-10","1.2E-10","8E-11","1.1E-10","2.6E-10","5.7E-10","9E-10","1.7E-09","1.2E-09","4.1E-10","1.6E-10","1.6E-10","6.3E-10","2.1E-10","4.2E-10","1.1E-10","1.3E-10","9.3E-11","1.7E-10","1.2E-10","1.1E-10","2.8E-10","3.3E-10","1.7E-10","4.3E-10"
"Te-121m","154d","0.3","1.6E-09","7.5E-10","4.3E-08","9.6E-10","4.8E-10","6.5E-10","7.5E-10","1.4E-09","2.2E-09","4.8E-09","3.3E-09","2E-09","6.9E-10","8.1E-10","1.4E-09","1E-09","6.3E-09","7.3E-10","8.4E-10","5.2E-10","7.3E-10","4.3E-10","6.5E-10","1.8E-09","9.5E-10","8.4E-10","2.3E-09"
"Te-123","1E13y","0.3","1.3E-09","1.2E-10","1.7E-07","1.3E-09","4.4E-10","4.8E-10","2.4E-10","6.6E-10","7.6E-10","1.8E-09","1.2E-09","7.4E-10","3.5E-10","7E-10","8.4E-10","3.7E-10","1.8E-08","3.7E-10","7.3E-10","4.2E-10","3.4E-10","4.2E-11","4.8E-10","4.9E-10","2.2E-10","7.2E-10","4.4E-09"
"Te-123m","119.7d","0.3","3.1E-10","2.8E-10","3.7E-08","1.9E-10","1.1E-10","1.5E-10","3E-10","5.5E-10","1.7E-09","4.4E-09","2.8E-09","1E-09","1.7E-10","1.8E-10","3.9E-10","2.2E-10","3.4E-09","1.6E-10","1.8E-10","1.2E-10","1.8E-10","1.2E-10","1.5E-10","1.2E-09","2.6E-10","2E-10","1.4E-09"
"Te-125m","58d","0.3","7.4E-11","1.5E-10","2E-08","6.8E-11","5.2E-11","5.6E-11","2E-10","3.4E-10","1.6E-09","4.4E-09","2.8E-09","8.1E-10","5.7E-11","6.3E-11","1.4E-10","6E-11","1.7E-09","5.5E-11","6.1E-11","5.1E-11","6E-11","4.9E-11","5.6E-11","1E-09","6.5E-11","7.6E-11","8.7E-10"
"Te-127","9.35h","0.3","4.5E-12","3.3E-11","1E-11","4.4E-12","4.4E-12","4.4E-12","2.4E-10","3.5E-10","1.1E-09","1.1E-09","1.1E-09","1.4E-11","4.5E-12","4.5E-12","5.4E-12","4.7E-12","1E-11","4.4E-12","4.4E-12","4.4E-12","4.6E-12","4.4E-12","4.4E-12","1.7E-11","4.9E-12","1.2E-11","1.7E-10"
"Te-127m","109d","0.3","1.4E-10","3.5E-10","3.2E-08","1.4E-10","1.2E-10","1.3E-10","2.4E-10","4.2E-10","3E-09","1E-08","6.2E-09","2.3E-09","1.3E-10","1.3E-10","1.6E-10","1.3E-10","8.2E-09","1.3E-10","1.3E-10","1.2E-10","1.3E-10","1.2E-10","1.3E-10","3.1E-09","1.3E-10","1.6E-10","2.3E-09"
"Te-129","69.6m","0.3","9.1E-13","2.8E-12","8.4E-13","5.3E-13","6.1E-13","5.9E-13","4E-10","2.6E-10","1.8E-10","3.5E-11","1.2E-10","1.2E-12","8.5E-13","8E-13","1.9E-12","1.9E-12","9.4E-13","5.4E-13","6.7E-13","6.2E-13","1.4E-12","5.9E-13","5.9E-13","7.5E-13","1.5E-12","6.2E-12","6.3E-11"
"Te-129m","33.6d","0.3","2.4E-10","6.9E-10","1.2E-08","2.2E-10","2.1E-10","2.1E-10","6.8E-10","1.4E-09","8E-09","2.3E-08","1.4E-08","3.5E-09","2.2E-10","2.2E-10","3E-10","2.3E-10","5.3E-09","2.1E-10","2.2E-10","2.1E-10","2.2E-10","2.1E-10","2.1E-10","4.6E-09","2.4E-10","2.8E-10","3E-09"
"Te-131","25.0m","0.3","1.5E-12","2.4E-12","8.2E-13","3.9E-13","5.1E-13","6.2E-13","3.3E-10","1E-10","3E-11","4.8E-12","1.9E-11","1.7E-12","1.1E-12","1E-12","2.5E-12","5.3E-12","1.1E-12","4.2E-13","8E-13","4.9E-13","3.4E-12","2.9E-13","6.2E-13","8.9E-10","2.1E-12","3.1E-12","8.7E-11"
"Te-131m","30h","0.3","1.2E-10","4.3E-10","5E-10","5.6E-11","5.7E-11","6.7E-11","6.7E-10","1.3E-09","4.4E-09","7.9E-09","5.9E-09","3E-10","1.3E-10","1.4E-10","7.2E-10","1.8E-10","2.6E-10","6.2E-11","7.3E-11","7.4E-11","1.4E-10","1.1E-10","6.7E-11","1.8E-08","3.7E-10","1.6E-10","1.9E-09"
"Te-132","78.2h","0.3","3E-10","3.4E-09","1.1E-09","1.9E-10","1.8E-10","2.3E-10","7.6E-10","1.5E-09","7.4E-09","1.9E-08","1.3E-08","4.9E-10","3.2E-10","3.6E-10","1.6E-09","3.7E-10","5.3E-10","2.2E-10","2.2E-10","2.2E-10","3.2E-10","3.6E-10","2.3E-10","3.1E-08","8.7E-10","3.8E-10","3.8E-09"
"Te-133","12.45m","0.3","2.1E-12","1.1E-11","9.2E-13","5E-13","7.9E-13","8.4E-13","2.4E-10","4E-11","1E-11","4.2E-12","7.6E-12","2.1E-12","1.4E-12","1.2E-12","2.2E-12","6.7E-12","1.2E-12","5.7E-13","1.1E-12","6.9E-13","4.3E-12","5.2E-13","8.4E-13","8.1E-10","2E-12","2.1E-12","7.2E-11"
"Te-133m","55.4m","0.3","1.6E-11","5.6E-11","8E-12","2.9E-12","5.5E-12","5.5E-12","6.7E-10","3.7E-10","2.8E-10","1.1E-10","2.1E-10","2E-11","1.3E-11","1.1E-11","4.1E-11","4.6E-11","1.3E-11","3.4E-12","7.7E-12","5.6E-12","3E-11","4.8E-12","5.5E-12","3.2E-09","3.3E-11","1.9E-11","2.8E-10"
"Te-134","41.8m","0.3","1.7E-11","8.4E-11","1.1E-11","7.1E-12","8.6E-12","9.7E-12","4.5E-10","1.2E-10","1.6E-10","4.5E-11","1.1E-10","1.8E-11","1.5E-11","1.3E-11","2.7E-11","4E-11","1.3E-11","8.3E-12","1.1E-11","8.1E-12","2.8E-11","9.3E-12","9.7E-12","5.2E-10","2.4E-11","1.5E-11","1.1E-10"
"I-120","81.0m","1.0","3.3E-11","3.4E-10","2.4E-11","1.9E-11","2.1E-11","2.3E-11","1.3E-09","6E-11","5.7E-11","3.4E-11","4.7E-11","3.2E-11","2.7E-11","2.5E-11","2.9E-11","6.9E-11","2.5E-11","2.1E-11","2.5E-11","2E-11","5E-11","2.2E-11","2.3E-11","3E-09","3.2E-11","2.6E-11","3.4E-10"
"I-120m","53m","1.0","3.7E-11","1.7E-10","2.1E-11","1.4E-11","1.8E-11","2E-11","1.1E-09","5.5E-11","5.1E-11","2.9E-11","4.2E-11","3.5E-11","2.7E-11","2.4E-11","2.7E-11","9.7E-11","2.3E-11","1.7E-11","2.3E-11","1.6E-11","6.5E-11","1.7E-11","2E-11","1.1E-09","3E-11","2.4E-11","2.1E-10"
"I-121","2.12h","1.0","6.7E-12","5.2E-11","6.8E-12","5.2E-12","3.9E-12","6.2E-12","1.1E-10","8.6E-12","9.6E-12","7E-12","8.5E-12","6.2E-12","5.4E-12","6.3E-12","6.2E-12","1.5E-11","5.6E-12","5.7E-12","5.7E-12","3.8E-12","1E-11","4.2E-12","6.2E-12","1.2E-09","7.4E-12","6.3E-12","8.2E-11"
"I-123","13.2h","1.0","6.9E-12","1E-10","1.2E-11","6.6E-12","4.4E-12","7.6E-12","6E-11","8.8E-12","1.1E-11","1.3E-11","1.2E-11","6.5E-12","6.1E-12","7.9E-12","8.6E-12","1.2E-11","6.5E-12","7.2E-12","6.9E-12","4.4E-12","8.9E-12","5.9E-12","7.6E-12","3.9E-09","1.1E-11","7.9E-12","2.1E-10"
"I-124","4.18d","1.0","7.7E-11","9.1E-10","1.7E-10","2E-10","8.7E-11","2.2E-10","3.9E-10","8E-11","1.1E-10","1.8E-10","1.4E-10","6.8E-11","7.1E-11","1.8E-10","8.3E-11","1E-10","1.4E-10","2.1E-10","1.5E-10","9.6E-11","8.3E-11","5.9E-11","2.2E-10","2.6E-07","1E-10","1.8E-10","1.3E-08"
"I-125","60.14d","1.0","2.7E-11","1.4E-10","1.7E-10","3.6E-11","2.1E-11","5.1E-11","6.2E-11","2.8E-11","4.1E-11","7.2E-11","5.4E-11","2.5E-11","2.6E-11","1.4E-10","3E-11","2.9E-11","3.4E-11","3.6E-11","4.2E-11","3.6E-11","2.7E-11","2.3E-11","5.1E-11","3E-07","3E-11","1.3E-10","1.5E-08"
"I-126","13.02d","1.0","7.4E-11","7E-10","2.1E-10","2.5E-10","9.6E-11","2.6E-10","2.9E-10","7E-11","1.1E-10","1.9E-10","1.4E-10","6.6E-11","7.1E-11","2.2E-10","7E-11","8.6E-11","1.6E-10","2.5E-10","1.7E-10","1.1E-10","7.6E-11","5.3E-11","2.6E-10","5.8E-07","7.8E-11","2.1E-10","2.9E-08"
"I-128","24.99m","1.0","1.5E-12","1.5E-11","1.3E-12","1.3E-12","1.3E-12","1.3E-12","3.3E-10","9.1E-12","3.5E-12","1.5E-12","2.7E-12","1.5E-12","1.4E-12","1.4E-12","1.4E-12","2.3E-12","1.4E-12","1.3E-12","1.4E-12","1.3E-12","1.9E-12","1.3E-12","1.3E-12","8.9E-11","1.4E-12","1.5E-12","4.6E-11"
"I-129","1.57E7y","1.0","1.2E-10","4.3E-10","4E-10","1.4E-10","1.1E-10","1.7E-10","2E-10","1.3E-10","2.2E-10","4.3E-10","3.1E-10","1.2E-10","1.2E-10","3E-10","1.3E-10","1.2E-10","1.4E-10","1.4E-10","1.5E-10","1.4E-10","1.2E-10","1.2E-10","1.7E-10","2.1E-06","1.3E-10","2.8E-10","1.1E-07"
"I-130","12.36h","1.0","7.5E-11","9.4E-10","7.8E-11","7E-11","5.1E-11","8.3E-11","5.8E-10","9.1E-11","1.2E-10","1.3E-10","1.2E-10","7E-11","6.5E-11","8.1E-11","8.9E-11","1.2E-10","7.5E-11","7.9E-11","7.1E-11","5.1E-11","9.2E-11","6.4E-11","8.3E-11","3.6E-08","1.1E-10","8.1E-11","2E-09"
"I-131","8.04d","1.0","5.1E-11","7.6E-10","1.3E-10","1.4E-10","6E-11","1.5E-10","3E-10","5.4E-11","8.8E-11","1.6E-10","1.2E-10","4.6E-11","4.9E-11","1.3E-10","5.2E-11","6.1E-11","1E-10","1.5E-10","1E-10","6.9E-11","5.4E-11","4E-11","1.5E-10","4.3E-07","5.9E-11","1.2E-10","2.2E-08"
"I-132","2.30h","1.0","3.5E-11","3.1E-10","2.5E-11","1.9E-11","2E-11","2.5E-11","6.3E-10","4.7E-11","5.2E-11","3.8E-11","4.6E-11","3.3E-11","2.8E-11","2.7E-11","3.3E-11","7.2E-11","2.6E-11","2.2E-11","2.5E-11","1.9E-11","5.2E-11","2.3E-11","2.5E-11","3.4E-09","3.8E-11","2.7E-11","2.9E-10"
"I-132m","83.6m","1.0","1.9E-11","2.6E-10","1.7E-11","1.3E-11","1.3E-11","1.6E-11","2.6E-10","2.5E-11","3.1E-11","2.5E-11","2.9E-11","1.8E-11","1.7E-11","1.7E-11","2.1E-11","3E-11","1.6E-11","1.5E-11","1.5E-11","1.2E-11","2.3E-11","1.6E-11","1.6E-11","3.3E-09","2.5E-11","1.7E-11","2.2E-10"
"I-133","20.8h","1.0","4.3E-11","1.1E-09","4.9E-11","4.8E-11","3.6E-11","5.2E-11","5.5E-10","5.7E-11","9.6E-11","1.3E-10","1.1E-10","4.1E-11","4E-11","5E-11","4.9E-11","5.7E-11","4.7E-11","5.1E-11","4.5E-11","3.7E-11","4.8E-11","4E-11","5.2E-11","8.2E-08","5.7E-11","5E-11","4.3E-09"
"I-134","52.6m","1.0","1.9E-11","8.2E-11","1.1E-11","7.1E-12","9.2E-12","1E-11","5.5E-10","2.8E-11","2.6E-11","1.5E-11","2.1E-11","1.8E-11","1.4E-11","1.2E-11","1.4E-11","4.9E-11","1.1E-11","8.3E-12","1.2E-11","8E-12","3.3E-11","8.7E-12","1E-11","5.4E-10","1.5E-11","1.2E-11","1.1E-10"
"I-135","6.61h","1.0","4.4E-11","6.5E-10","4.1E-11","3.5E-11","3.1E-11","4.2E-11","5.4E-10","5.8E-11","7.5E-11","7.1E-11","7.3E-11","4.2E-11","3.9E-11","4.2E-11","4.9E-11","7.3E-11","4E-11","3.9E-11","3.8E-11","3E-11","5.6E-11","3.8E-11","4.2E-11","1.6E-08","6E-11","4.2E-11","9.3E-10"
"Cs-125","45m","1.0","7.3E-12","5E-12","6E-12","3.9E-12","4.2E-12","4.8E-12","2.5E-10","1.2E-11","1E-11","6.5E-12","8.6E-12","6.8E-12","5.9E-12","5.1E-12","5.8E-12","1.6E-11","5E-12","4.4E-12","5.3E-12","3.7E-12","1.1E-11","4.1E-12","4.8E-12","4.4E-12","5.6E-12","5.3E-12","3.5E-11"
"Cs-127","6.25h","1.0","1.8E-11","1.5E-11","1.8E-11","1.1E-11","1E-11","1.4E-11","8.9E-11","1.9E-11","2.1E-11","1.9E-11","2E-11","1.7E-11","1.6E-11","1.3E-11","1.7E-11","2.8E-11","1.4E-11","1.3E-11","1.4E-11","9E-12","2.1E-11","1.2E-11","1.4E-11","1.3E-11","1.7E-11","1.3E-11","2.4E-11"
"Cs-129","32.06h","1.0","5.8E-11","5.8E-11","7.3E-11","4.3E-11","3.6E-11","5E-11","1.1E-10","6E-11","6.3E-11","7.2E-11","6.7E-11","5.4E-11","5.4E-11","4.6E-11","6.1E-11","6.8E-11","4.7E-11","5E-11","5E-11","3.2E-11","5.8E-11","4.5E-11","5E-11","5E-11","6E-11","4.7E-11","6E-11"
"Cs-130","29.9m","1.0","3.1E-12","1.7E-12","1.8E-12","1.3E-12","1.7E-12","1.7E-12","2.2E-10","7.4E-12","4.7E-12","2.2E-12","3.6E-12","2.9E-12","2.3E-12","2E-12","2.1E-12","8.2E-12","1.9E-12","1.5E-12","2E-12","1.5E-12","5.5E-12","1.4E-12","1.7E-12","1.5E-12","2E-12","2.1E-12","2.8E-11"
"Cs-131","9.69d","1.0","6E-11","5.6E-11","1.3E-10","5.9E-11","4.4E-11","5.6E-11","6.6E-11","5.7E-11","5.8E-11","7.4E-11","6.5E-11","5.6E-11","5.8E-11","5.2E-11","6E-11","6.1E-11","3.7E-11","5.8E-11","6.3E-11","3.7E-11","5.9E-11","4.9E-11","5.6E-11","5.8E-11","5.9E-11","5.2E-11","5.8E-11"
"Cs-132","6.475d","1.0","5.4E-10","5.2E-10","5.6E-10","3.8E-10","3.3E-10","4.7E-10","5.5E-10","5.4E-10","5.2E-10","5.9E-10","5.5E-10","5E-10","5E-10","4.3E-10","5.7E-10","5.8E-10","4.6E-10","4.6E-10","4.4E-10","2.9E-10","5.1E-10","4.3E-10","4.7E-10","4.6E-10","5.7E-10","5E-10","5E-10"
"Cs-134","2.062y","1.0","2.1E-08","2E-08","2E-08","1.5E-08","1.4E-08","1.8E-08","1.9E-08","2.1E-08","2E-08","2.2E-08","2.1E-08","1.9E-08","2E-08","1.7E-08","2.1E-08","2.2E-08","1.8E-08","1.8E-08","1.7E-08","1.3E-08","1.9E-08","1.7E-08","1.8E-08","1.8E-08","2.2E-08","1.9E-08","1.9E-08"
"Cs-134m","2.90h","1.0","7E-12","7.2E-12","7.3E-12","5.9E-12","5.6E-12","6.5E-12","1.2E-10","9.6E-12","1.1E-11","8.9E-12","1E-11","6.8E-12","6.7E-12","6.3E-12","7E-12","8E-12","6.4E-12","6.4E-12","6.4E-12","5.4E-12","7.1E-12","6.2E-12","6.5E-12","6.4E-12","7.1E-12","6.3E-12","2E-11"
"Cs-135","2.3E6y","1.0","1.9E-09","2.2E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","2E-09","1.9E-09","2.2E-09","2.6E-09","2.4E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","1.9E-09","2E-09"
"Cs-135m","53m","1.0","1.1E-11","4.6E-12","5.1E-12","2.9E-12","4.2E-12","4.8E-12","1.1E-10","1E-11","1.1E-11","6.6E-12","9.4E-12","9.5E-12","7.2E-12","5.7E-12","6.6E-12","2.9E-11","5.6E-12","3.7E-12","5.9E-12","3.3E-12","1.9E-11","3.5E-12","4.8E-12","3.7E-12","6.4E-12","5.8E-12","1.9E-11"
"Cs-136","13.1d","1.0","3.3E-09","3.2E-09","3.2E-09","2.3E-09","2.1E-09","2.9E-09","3.2E-09","3.3E-09","3.2E-09","3.7E-09","3.4E-09","3E-09","3.1E-09","2.7E-09","3.4E-09","3.4E-09","2.8E-09","2.9E-09","2.7E-09","1.9E-09","3.1E-09","2.7E-09","2.9E-09","2.9E-09","3.4E-09","2.7E-09","3E-09"
