"Nuclide","Half Life","Tye","f1","Adrenals","Urinary Bladder","Bone Suface","Brain","Breast","Esophagus","Stomach","Small Intestine","Upper Large Intestine","Lower Large Intestine","Colon","Kidneys","Liver","Muscle","Ovaries","Pancreas","Red Marrow","Extratrachial Airways","Lungs","Skin","Spleen","Testes","Thymus","Thyroid","Uterus","Remainder","E"
"Ca-47","4.53d","S","0.01","4E-10","2.1E-10","2.7E-10","5E-11","3.7E-10","4.3E-10","6.8E-10","1.5E-09","6.2E-09","1.5E-08","1E-08","2.2E-10","3.4E-10","2.4E-10","6.2E-10","3.5E-10","2.3E-10","1.6E-08","2.6E-08","1.1E-10","3.1E-10","9.7E-11","4.3E-10","1.8E-10","3.3E-10","2.4E-10","4.6E-09"
"Sc-43","3.891h","S","0.0001","2.7E-11","2.2E-11","1.8E-11","6.3E-12","2.2E-11","4.4E-11","3E-10","4.7E-10","8.3E-10","4.4E-10","6.6E-10","2.4E-11","3.1E-11","2.6E-11","7.5E-11","4.1E-11","1.9E-11","4.2E-09","7.1E-10","1E-11","2.9E-11","6.9E-12","4.4E-11","1.3E-11","5.3E-11","2.1E-09","3.3E-10"
"Sc-44","3.927h","S","0.0001","5.1E-11","4.1E-11","3.2E-11","1.2E-11","4.3E-11","8E-11","5.7E-10","8.9E-10","1.6E-09","8.4E-10","1.3E-09","4.6E-11","5.8E-11","4.9E-11","1.3E-10","7.4E-11","3.6E-11","7.1E-09","1E-09","1.9E-11","5.4E-11","1.4E-11","8E-11","2.4E-11","9.6E-11","3.6E-09","5.6E-10"
"Sc-44m","58.6h","S","0.0001","5E-10","3.9E-10","2.8E-10","6.5E-11","4.6E-10","5.8E-10","6.3E-10","1.9E-09","8.8E-09","2.1E-08","1.4E-08","3E-10","4.6E-10","3.5E-10","1.2E-09","4.6E-10","3.1E-10","2.3E-08","1.3E-08","1.5E-10","4.2E-10","1.6E-10","5.8E-10","2.2E-10","6E-10","1.2E-08","4.2E-09"
"Sc-46","83.83d","S","0.0001","7.7E-09","9E-10","3.1E-09","5.9E-10","7.7E-09","7.4E-09","4.2E-09","2.8E-09","5.3E-09","9.7E-09","7.2E-09","2.9E-09","5.8E-09","3E-09","2.3E-09","5.7E-09","2.9E-09","4E-08","8.6E-08","1.6E-09","5.8E-09","4E-10","7.4E-09","3.2E-09","1.4E-09","2.7E-09","1.4E-08"
"Sc-47","3.351d","S","0.0001","3.3E-11","2.3E-11","3.1E-11","3.4E-12","2.9E-11","3.8E-11","1.8E-10","4.7E-10","2.3E-09","5.4E-09","3.6E-09","2E-11","3.1E-11","2.1E-11","6.8E-11","3.2E-11","2E-11","4.1E-09","8.8E-09","8.3E-12","3.4E-11","8.3E-12","3.8E-11","1.5E-11","3.8E-11","2.9E-11","1.5E-09"
"Sc-48","43.7h","S","0.0001","5.6E-10","4.6E-10","3.2E-10","9E-11","5.1E-10","6.8E-10","9E-10","1.9E-09","5E-09","8.5E-09","6.5E-09","3.8E-10","5.4E-10","4.3E-10","1.4E-09","5.6E-10","3.6E-10","3.5E-08","7.4E-09","1.9E-10","4.8E-10","2.1E-10","6.8E-10","2.5E-10","7.7E-10","1.8E-08","3.1E-09"
"Sc-49","57.4m","S","0.0001","1.2E-14","9.4E-15","1.6E-14","8.2E-15","1.2E-14","1.6E-14","3.5E-10","2.6E-10","1.5E-10","2.3E-11","9.3E-11","1.1E-14","2.2E-14","1.2E-14","1.5E-14","1.7E-14","1.7E-14","9.1E-10","2.8E-10","8.7E-15","5.3E-14","7.4E-15","1.6E-14","9.6E-15","1.4E-14","4.6E-10","1.1E-10"
"Ti-44","47.3y","F","0.01","1.6E-07","1.5E-07","1.6E-07","1.4E-07","1.2E-07","1.5E-07","1.4E-07","1.6E-07","1.6E-07","1.8E-07","1.7E-07","1.5E-07","1.5E-07","1.4E-07","1.6E-07","1.6E-07","1.4E-07","1.8E-07","1.4E-07","1.2E-07","1.5E-07","1.4E-07","1.5E-07","1.6E-07","1.6E-07","1.6E-07","1.5E-07"
"Ti-44","47.3y","M","0.01","6.8E-08","5.3E-08","6.2E-08","5E-08","5.4E-08","6.4E-08","5.7E-08","6E-08","6.7E-08","9.2E-08","7.8E-08","5.8E-08","6.3E-08","5.4E-08","6E-08","6.6E-08","5.4E-08","1E-07","3.3E-07","4.4E-08","6.2E-08","4.9E-08","6.4E-08","6.1E-08","5.9E-08","5.4E-08","9.2E-08"
"Ti-44","47.3y","S","0.01","7.5E-08","9.9E-09","3.7E-08","1.1E-08","7.7E-08","7.8E-08","4.2E-08","1.9E-08","3.1E-08","5.2E-08","4E-08","3.1E-08","5.9E-08","3.3E-08","1.4E-08","5.8E-08","3.2E-08","1.8E-07","1.5E-06","1.9E-08","5.4E-08","7.5E-09","7.8E-08","3.7E-08","1.3E-08","3E-08","2.1E-07"
"Ti-45","3.08h","F","0.01","2.5E-11","2.5E-11","2.5E-11","2.1E-11","2.1E-11","3.8E-11","1.7E-10","2.4E-10","3.5E-10","1.7E-10","2.7E-10","2.6E-11","2.7E-11","2.8E-11","4.2E-11","3.1E-11","2.4E-11","2.7E-09","6.1E-11","1.9E-11","2.6E-11","2E-11","3.8E-11","2.4E-11","3.6E-11","1.4E-09","1.5E-10"
"Ti-45","3.08h","M","0.01","1.8E-11","1.4E-11","1.2E-11","5.9E-12","1.5E-11","3E-11","2.9E-10","4.2E-10","6.4E-10","2.8E-10","4.8E-10","1.7E-11","2E-11","1.8E-11","4.5E-11","2.8E-11","1.3E-11","3.1E-09","5.5E-10","7.7E-12","2E-11","5.7E-12","3E-11","9.8E-12","3.3E-11","1.6E-09","2.5E-10"
"Ti-45","3.08h","S","0.01","1.7E-11","1.3E-11","1.1E-11","4.2E-12","1.5E-11","2.9E-11","3.1E-10","4.3E-10","6.7E-10","3E-10","5.1E-10","1.6E-11","2E-11","1.7E-11","4.5E-11","2.7E-11","1.2E-11","3.2E-09","6.1E-10","6.5E-12","1.9E-11","4.1E-12","2.9E-11","8.2E-12","3.3E-11","1.6E-09","2.7E-10"
"V-47","32.6m","F","0.01","6.4E-12","1.7E-11","6.8E-12","5.3E-12","5.7E-12","9.9E-12","1.5E-10","7E-11","4.8E-11","9.9E-12","3.1E-11","6.1E-12","6.4E-12","6.9E-12","7.5E-12","8.9E-12","6.9E-12","9.7E-10","4.6E-11","4.9E-12","7.1E-12","4.7E-12","9.9E-12","5.8E-12","7.3E-12","4.9E-10","5.6E-11"
"V-47","32.6m","M","0.01","4.1E-12","3E-12","2.7E-12","1.5E-12","3.6E-12","7.7E-12","2.4E-10","1.1E-10","4.6E-11","6.9E-12","2.9E-11","3.2E-12","3.9E-12","3.9E-12","4.7E-12","7.9E-12","2.7E-12","1.3E-09","1.6E-10","1.7E-12","5.1E-12","8.5E-13","7.7E-12","2.3E-12","4.3E-12","6.5E-10","8.6E-11"
"V-48","16.238d","F","0.01","1.4E-09","1.4E-09","3.8E-09","9.2E-10","6.2E-10","9.5E-10","1.1E-09","2.3E-09","4.5E-09","9.3E-09","6.6E-09","1.2E-09","8.8E-10","1.1E-09","2.4E-09","1E-09","4.2E-09","3.8E-08","9.2E-10","7.1E-10","9.1E-10","7.5E-10","9.5E-10","7.4E-10","1.5E-09","2E-08","3.3E-09"
"V-48","16.238d","M","0.01","2.6E-09","8.7E-10","1.6E-09","3.5E-10","2.4E-09","2.6E-09","1.9E-09","2.5E-09","5.4E-09","1.1E-08","7.8E-09","1.2E-09","2E-09","1.3E-09","2.3E-09","2E-09","1.6E-09","4E-08","2.5E-08","6.8E-10","1.8E-09","4.1E-10","2.6E-09","1.2E-09","1.3E-09","2.1E-08","6.3E-09"
"V-49","330d","F","0.01","1.7E-11","2.1E-11","7.2E-10","1.7E-11","1.7E-11","1.7E-11","1.9E-11","2.3E-11","7.5E-11","1.8E-10","1.2E-10","1.7E-11","1.7E-11","1.7E-11","1.7E-11","1.7E-11","3.5E-10","1.7E-11","1.7E-11","1.7E-11","1.7E-11","1.7E-11","1.7E-11","1.7E-11","1.7E-11","1.7E-11","7.7E-11"
"V-49","330d","M","0.01","5.1E-12","6.1E-12","2.1E-10","5.1E-12","5.1E-12","5.1E-12","9.6E-12","1.8E-11","9E-11","2.5E-10","1.6E-10","5.1E-12","5.1E-12","5.1E-12","5.1E-12","5.1E-12","1E-10","5.1E-12","6E-10","5.1E-12","5.1E-12","5.1E-12","5.1E-12","5.1E-12","5.1E-12","5.4E-12","1.1E-10"
"Cr-48","22.96h","F","0.1","1.3E-10","1.7E-10","1.7E-10","1E-10","8E-11","1.4E-10","1.5E-10","2.5E-10","4E-10","6.8E-10","5.2E-10","1.3E-10","1.3E-10","1.2E-10","2.6E-10","1.4E-10","1.5E-10","4.3E-09","1.1E-10","7.8E-11","1.3E-10","1.1E-10","1.4E-10","1.2E-10","1.9E-10","2.2E-09","3.1E-10"
"Cr-48","22.96h","M","0.1","2E-10","1E-10","1.3E-10","3.9E-11","1.9E-10","2.2E-10","1.8E-10","2.5E-10","4.6E-10","8E-10","6.1E-10","1.1E-10","1.7E-10","1.2E-10","2.4E-10","1.8E-10","1.1E-10","4.4E-09","1.7E-09","6E-11","1.6E-10","4.8E-11","2.2E-10","1E-10","1.5E-10","2.3E-09","5.1E-10"
"Cr-48","22.96h","S","0.1","2.2E-10","8.9E-11","1.2E-10","3E-11","2.1E-10","2.4E-10","1.8E-10","2.5E-10","4.6E-10","8.1E-10","6.1E-10","1.1E-10","1.8E-10","1.2E-10","2.4E-10","1.9E-10","1.1E-10","4.5E-09","2E-09","5.8E-11","1.7E-10","3.9E-11","2.4E-10","1E-10","1.4E-10","2.3E-09","5.5E-10"
"Cr-49","42.09m","F","0.1","7.9E-12","9.9E-12","8.1E-12","6.4E-12","6.8E-12","1.2E-11","1.4E-10","7.7E-11","4.6E-11","1.2E-11","3.1E-11","7.5E-12","7.9E-12","8.5E-12","9.7E-12","1.1E-11","7.2E-12","1.2E-09","4.6E-11","5.7E-12","8.7E-12","5.5E-12","1.2E-11","7.1E-12","9.3E-12","5.9E-10","6E-11"
"Cr-49","42.09m","M","0.1","5.6E-12","3E-12","4.1E-12","2E-12","4.9E-12","1E-11","2.3E-10","1.2E-10","6.3E-11","1.1E-11","4.1E-11","4.4E-12","5.5E-12","5.3E-12","7.3E-12","1.1E-11","3.5E-12","1.5E-09","1.8E-10","2.3E-12","7E-12","1.2E-12","1E-11","3.1E-12","6.5E-12","7.7E-10","9.5E-11"
"Cr-49","42.09m","S","0.1","5.4E-12","2.3E-12","3.7E-12","1.5E-12","4.7E-12","9.9E-12","2.4E-10","1.3E-10","6.5E-11","1.1E-11","4.2E-11","4.1E-12","5.2E-12","5E-12","7.1E-12","1.1E-11","3.1E-12","1.6E-09","2E-10","1.9E-12","6.8E-12","6.8E-13","9.9E-12","2.7E-12","6.2E-12","7.9E-10","9.9E-11"
"Cr-51","27.704d","F","0.1","3.4E-11","4E-11","5.2E-11","2.9E-11","2.3E-11","3.2E-11","3.4E-11","5.2E-11","1.1E-10","2.4E-10","1.7E-10","3.3E-11","3.3E-11","3.1E-11","5.1E-11","3.5E-11","4E-11","4.4E-10","3E-11","2.3E-11","3.2E-11","2.8E-11","3.2E-11","3.2E-11","4.2E-11","2.4E-10","6.3E-11"
"Cr-51","27.704d","M","0.1","4.9E-11","1.8E-11","3.1E-11","9.9E-12","4.5E-11","4.9E-11","3.8E-11","4.5E-11","1.2E-10","2.8E-10","1.9E-10","2.5E-11","3.9E-11","2.5E-11","3.5E-11","4.1E-11","2.6E-11","4.5E-10","3.5E-10","1.4E-11","3.7E-11","1E-11","4.9E-11","2.7E-11","2.3E-11","2.3E-10","1E-10"
"Cr-51","27.704d","S","0.1","5.5E-11","1.4E-11","2.9E-11","6.6E-12","5.4E-11","5.6E-11","4E-11","4.3E-11","1.2E-10","2.8E-10","1.9E-10","2.4E-11","4.3E-11","2.6E-11","3.2E-11","4.6E-11","2.5E-11","4.5E-10","4.5E-10","1.3E-11","4.1E-11","6.4E-12","5.6E-11","2.8E-11","1.9E-11","2.4E-11","1E-10"
"Mn-51","46.2m","F","0.1","1E-11","9.2E-12","1.4E-11","8.9E-12","9.2E-12","1.5E-11","2.1E-10","1.3E-10","7E-11","1.8E-11","4.8E-11","1E-11","1.7E-11","1.1E-11","1.2E-11","1.4E-11","1.4E-11","1.2E-09","5.6E-11","8.2E-12","1.1E-11","7.9E-12","1.5E-11","9.5E-12","1.2E-11","6E-10","7.5E-11"
"Mn-51","46.2m","M","0.1","6.1E-12","3.1E-12","4.6E-12","2.3E-12","5.3E-12","1.1E-11","3.6E-10","2.1E-10","1.1E-10","1.8E-11","7E-11","4.9E-12","6.7E-12","5.7E-12","8.1E-12","1.1E-11","4.4E-12","1.5E-09","2.3E-10","2.6E-12","7.4E-12","1.5E-12","1.1E-11","3.5E-12","7.2E-12","7.8E-10","1.2E-10"
"Mn-52","5.591d","F","0.1","1.7E-09","1.2E-09","2E-09","7.9E-10","7.6E-10","1.1E-09","1.4E-09","2.1E-09","3.2E-09","4.7E-09","3.9E-09","1.4E-09","4.1E-09","1.1E-09","2.1E-09","1.6E-09","1.9E-09","4.1E-08","1.1E-09","6.8E-10","1E-09","7.3E-10","1.1E-09","8.1E-10","1.4E-09","2.1E-08","2.9E-09"
"Mn-52","5.591d","M","0.1","1.6E-09","7.9E-10","9.7E-10","2.9E-10","1.3E-09","1.5E-09","1.4E-09","2.1E-09","3.8E-09","6.5E-09","4.9E-09","9.1E-10","1.8E-09","9.1E-10","2.1E-09","1.4E-09","9.9E-10","4.2E-08","8.6E-09","4.7E-10","1.1E-09","3.9E-10","1.5E-09","7E-10","1.2E-09","2.1E-08","3.7E-09"
"Mn-52m","21.1m","F","0.1","7.6E-12","5.7E-12","7.5E-12","6E-12","6.8E-12","1.3E-11","1.5E-10","5.1E-11","1.9E-11","7.5E-12","1.4E-11","6.9E-12","9.1E-12","8.2E-12","7.7E-12","1.1E-11","7.3E-12","1.2E-09","5.1E-11","5.3E-12","8.6E-12","4.7E-12","1.3E-11","6.8E-12","7.4E-12","6.1E-10","6.1E-11"
"Mn-52m","21.1m","M","0.1","5.8E-12","2.1E-12","3.8E-12","2.3E-12","5.4E-12","1.1E-11","2.4E-10","7.5E-11","2.4E-11","5.1E-12","1.6E-11","4.2E-12","5.6E-12","5.6E-12","5.1E-12","1.1E-11","3.5E-12","1.5E-09","1.3E-10","2.4E-12","7.4E-12","9.9E-13","1.1E-11","3.5E-12","4.6E-12","7.6E-10","8.7E-11"
"Mn-53","3.7E6y","F","0.1","1.4E-11","1.9E-11","2.5E-09","1.4E-11","1.4E-11","1.4E-11","1.6E-11","2E-11","9.4E-11","2.4E-10","1.6E-10","1.4E-11","2.9E-10","1.4E-11","1.4E-11","1.4E-11","3E-10","1.4E-11","1.4E-11","1.4E-11","1.4E-11","1.4E-11","1.4E-11","1.4E-11","1.4E-11","1.4E-11","1.1E-10"
"Mn-53","3.7E6y","M","0.1","5.9E-12","8.5E-12","1.1E-09","5.9E-12","5.9E-12","5.9E-12","1.1E-11","2E-11","1.1E-10","3.1E-10","2E-10","5.9E-12","1.3E-10","5.9E-12","5.9E-12","5.9E-12","1.3E-10","6E-12","9.4E-10","5.9E-12","5.9E-12","5.9E-12","5.9E-12","5.9E-12","5.9E-12","6.2E-12","1.7E-10"
"Mn-54","312.5d","F","0.1","2.4E-09","1.2E-09","3.9E-09","1.1E-09","9.9E-10","1.1E-09","1.6E-09","2E-09","2.5E-09","2.6E-09","2.5E-09","2E-09","5.4E-09","1.3E-09","2E-09","2.2E-09","2.3E-09","1.2E-08","1.5E-09","8.9E-10","1.4E-09","8.6E-10","1.1E-09","1E-09","1.5E-09","6.7E-09","2.2E-09"
"Mn-54","312.5d","M","0.1","4.2E-09","7.8E-10","2.7E-09","6.4E-10","3.7E-09","3.6E-09","2.3E-09","1.6E-09","2.1E-09","2.4E-09","2.2E-09","1.9E-09","4.4E-09","1.7E-09","1.5E-09","3.2E-09","2E-09","1.4E-08","1.3E-08","1E-09","2.6E-09","4.6E-10","3.6E-09","1.8E-09","1.1E-09","7.7E-09","3.8E-09"
"Mn-56","2.5785h","F","0.1","3.9E-11","3.8E-11","6.1E-11","3.2E-11","3.2E-11","5.4E-11","3.4E-10","4.2E-10","5.6E-10","2.3E-10","4.2E-10","3.9E-11","9.8E-11","4.1E-11","5.7E-11","4.8E-11","7E-11","3.6E-09","9E-11","2.9E-11","3.9E-11","2.9E-11","5.4E-11","3.5E-11","5E-11","1.8E-09","2.3E-10"
"Mn-56","2.5785h","M","0.1","2.8E-11","2E-11","2.2E-11","1E-11","2.4E-11","4.3E-11","5.9E-10","7.4E-10","1E-09","3.9E-10","7.4E-10","2.5E-11","3.7E-11","2.6E-11","5.6E-11","4.1E-11","2.4E-11","4.1E-09","7.2E-10","1.3E-11","3E-11","9.1E-12","4.3E-11","1.6E-11","4.4E-11","2.1E-09","3.7E-10"
"Fe-52","8.275h","F","0.2","1.9E-10","1.5E-10","2.9E-09","1.2E-10","1.1E-10","2.2E-10","6.2E-10","1.3E-09","3.3E-09","3E-09","3.2E-09","1.8E-10","6.6E-10","1.7E-10","3.1E-10","1.9E-10","4.4E-09","1.5E-08","2E-10","1.1E-10","2.5E-10","9.8E-11","2.2E-10","1.2E-10","2.3E-10","7.6E-09","1.5E-09"
"Fe-52","8.275h","M","0.1","1.5E-10","1.4E-10","5.3E-10","4.5E-11","1.2E-10","2.2E-10","1.1E-09","2.5E-09","6.7E-09","6.2E-09","6.5E-09","1.3E-10","2.4E-10","1.4E-10","4.2E-10","1.8E-10","7.7E-10","1.6E-08","3.4E-09","6.3E-11","1.6E-10","5.7E-11","2.2E-10","7.6E-11","2.7E-10","7.9E-09","1.9E-09"
"Fe-52","8.275h","S","0.01","1.4E-10","1.4E-10","1.2E-10","3.2E-11","1.2E-10","2.1E-10","1.2E-09","2.8E-09","7.6E-09","7E-09","7.3E-09","1.3E-10","1.7E-10","1.4E-10","4.5E-10","1.8E-10","1.4E-10","1.6E-08","3.7E-09","5.5E-11","1.4E-10","5.2E-11","2.1E-10","6.7E-11","2.8E-10","8E-09","2E-09"
"Fe-55","2.7y","F","0.2","6E-10","6E-10","6E-09","6E-10","6E-10","6E-10","6.1E-10","6.1E-10","6.5E-10","7.5E-10","7E-10","6E-10","4.1E-09","6E-10","6E-10","6E-10","8.7E-09","6E-10","6E-10","6E-10","1.5E-08","6E-10","6E-10","6E-10","6E-10","8E-09","2.2E-09"
"Fe-55","2.7y","M","0.1","2.4E-10","2.4E-10","2.3E-09","2.4E-10","2.4E-10","2.4E-10","2.4E-10","2.5E-10","3.3E-10","5.2E-10","4.2E-10","2.4E-10","1.6E-09","2.4E-10","2.4E-10","2.4E-10","3.4E-09","2.4E-10","1.2E-09","2.4E-10","6E-09","2.4E-10","2.4E-10","2.4E-10","2.4E-10","3.1E-09","9.9E-10"
"Fe-55","2.7y","S","0.01","1.7E-11","1.7E-11","1.6E-10","1.7E-11","1.7E-11","1.7E-11","2.4E-11","3.6E-11","1.4E-10","3.6E-10","2.3E-10","1.7E-11","1.1E-10","1.7E-11","1.7E-11","1.7E-11","2.4E-10","1.8E-11","3.5E-09","1.7E-11","4.3E-10","1.7E-11","1.7E-11","1.7E-11","1.7E-11","1.9E-11","5E-10"
"Fe-59","44.529d","F","0.2","6.3E-09","4.2E-09","1E-08","3.6E-09","3.5E-09","4.2E-09","5.2E-09","5.5E-09","6.4E-09","7E-09","6.7E-09","5.8E-09","1.8E-08","4.1E-09","5.1E-09","6.8E-09","1.3E-08","2.1E-08","4.6E-09","3.1E-09","1.9E-08","3.6E-09","4.2E-09","4.2E-09","4.9E-09","1.3E-08","7.1E-09"
"Fe-59","44.529d","M","0.1","3.6E-09","1.4E-09","3.4E-09","1.1E-09","2.8E-09","3E-09","2.5E-09","2.5E-09","4.3E-09","7.7E-09","5.8E-09","2.3E-09","6.1E-09","1.9E-09","2.1E-09","3.2E-09","4.1E-09","2.2E-08","4.2E-08","1.2E-09","6.3E-09","1.1E-09","3E-09","1.9E-09","1.7E-09","1.8E-09","7.9E-09"
"Fe-59","44.529d","S","0.01","2.8E-09","4.6E-10","1.2E-09","2.6E-10","2.7E-09","2.6E-09","1.7E-09","1.5E-09","3.6E-09","7.8E-09","5.4E-09","1.1E-09","2.2E-09","1.2E-09","1.2E-09","2.1E-09","1.2E-09","2.3E-08","5.3E-08","6.2E-10","2.1E-09","2.3E-10","2.6E-09","1.2E-09","6.9E-10","1.1E-09","8.1E-09"
"Fe-60","1E5y","F","0.2","2.9E-07","1.5E-07","6.2E-07","1.4E-07","1.4E-07","1.7E-07","2.2E-07","2.2E-07","2.1E-07","2E-07","2.1E-07","2.7E-07","6.5E-07","1.7E-07","2.1E-07","3.2E-07","9.1E-07","1.6E-07","1.9E-07","1.2E-07","2.2E-06","1.4E-07","1.7E-07","1.6E-07","2E-07","1.2E-06","3.5E-07"
"Fe-60","1E5y","M","0.1","1.3E-07","6.6E-08","2.6E-07","6E-08","5.9E-08","7.2E-08","9.3E-08","9.2E-08","9.1E-08","9E-08","9E-08","1.1E-07","2.8E-07","7.2E-08","9E-08","1.3E-07","3.8E-07","8.5E-08","1.5E-07","5.2E-08","9.2E-07","5.8E-08","7.2E-08","6.8E-08","8.3E-08","5E-07","1.6E-07"
"Fe-60","1E5y","S","0.01","4.2E-08","1E-08","4.2E-08","1E-08","3.5E-08","3.7E-08","2.6E-08","1.7E-08","1.9E-08","2.1E-08","2E-08","2.6E-08","5.8E-08","2E-08","1.5E-08","3.8E-08","5.9E-08","1.6E-07","3.5E-07","1.3E-08","1.4E-07","8.7E-09","3.7E-08","2E-08","1.3E-08","2E-08","6.7E-08"
"Co-55","17.54h","F","0.3","1.8E-10","5.2E-10","1.7E-10","1.5E-10","1.4E-10","2.6E-10","4.1E-10","6.8E-10","2E-09","2.7E-09","2.3E-09","1.8E-10","2.7E-10","2E-10","3.7E-10","2E-10","1.7E-10","1.5E-08","2.1E-10","1.3E-10","1.7E-10","1.6E-10","2.6E-10","1.7E-10","2.8E-10","7.7E-09","9E-10"
"Co-55","17.54h","M","0.1","1.7E-10","2.2E-10","1.2E-10","5.1E-11","1.5E-10","2.4E-10","6.3E-10","1.3E-09","4E-09","5.4E-09","4.6E-09","1.4E-10","2E-10","1.6E-10","5E-10","2E-10","1.3E-10","1.6E-08","2.8E-09","7.4E-11","1.6E-10","8E-11","2.4E-10","9.3E-11","3E-10","7.9E-09","1.5E-09"
"Co-55","17.54h","S","0.01","1.7E-10","1.7E-10","1.1E-10","3.4E-11","1.5E-10","2.4E-10","6.5E-10","1.5E-09","4.5E-09","6.1E-09","5.2E-09","1.4E-10","1.8E-10","1.5E-10","5.4E-10","2E-10","1.3E-10","1.6E-08","3.1E-09","6.4E-11","1.6E-10","6.8E-11","2.4E-10","7.7E-11","3.1E-10","7.9E-09","1.6E-09"
"Co-56","78.76d","F","0.3","4.4E-09","4.3E-09","3.7E-09","3.1E-09","2.6E-09","3.7E-09","4E-09","4.9E-09","6E-09","8.4E-09","7E-09","4.1E-09","7.4E-09","3.4E-09","4.9E-09","4.7E-09","3.3E-09","4.6E-08","3.5E-09","2.4E-09","3.8E-09","3.2E-09","3.7E-09","3.8E-09","4.5E-09","2.5E-08","5.5E-09"
"Co-56","78.76d","M","0.1","8.6E-09","2.2E-09","4E-09","1.4E-09","8.2E-09","8.3E-09","5.4E-09","4.4E-09","7E-09","1.2E-08","9.1E-09","4.1E-09","7.5E-09","4E-09","4E-09","6.9E-09","3.7E-09","5E-08","5.2E-08","2.3E-09","6.2E-09","1.3E-09","8.3E-09","4.4E-09","2.8E-09","3.7E-09","1.1E-08"
"Co-56","78.76d","S","0.01","1.2E-08","1.5E-09","4.7E-09","9.7E-10","1.2E-08","1.1E-08","6.6E-09","4.3E-09","7.4E-09","1.3E-08","9.7E-09","4.6E-09","8.7E-09","4.8E-09","3.7E-09","8.9E-09","4.4E-09","5.3E-08","7.8E-08","2.7E-09","8.1E-09","6.9E-10","1.1E-08","5.4E-09","2.3E-09","4.3E-09","1.5E-08"
"Co-57","270.9d","F","0.3","5E-10","4.8E-10","6.2E-10","3.8E-10","3E-10","4.1E-10","4.6E-10","5.2E-10","7E-10","1E-09","8.3E-10","4.6E-10","1.1E-09","3.8E-10","5E-10","5.2E-10","3.8E-10","2.4E-09","4.2E-10","2.9E-10","4.3E-10","3.6E-10","4.1E-10","4.4E-10","4.9E-10","1.4E-09","5.6E-10"
"Co-57","270.9d","M","0.1","6.7E-10","2.1E-10","5.5E-10","1.5E-10","5.7E-10","6.3E-10","4.6E-10","3.6E-10","7.2E-10","1.4E-09","1E-09","3.4E-10","7.3E-10","3.2E-10","2.9E-10","5.7E-10","3E-10","2.7E-09","7E-09","1.8E-10","5.1E-10","1.4E-10","6.3E-10","3.8E-10","2.4E-10","3E-10","1.3E-09"
"Co-57","270.9d","S","0.01","1.2E-09","8.5E-11","8.2E-10","5.9E-11","1.1E-09","1.2E-09","6.9E-10","3.2E-10","7.6E-10","1.5E-09","1.1E-09","4.4E-10","9E-10","4.5E-10","2E-10","9.4E-10","4.1E-10","3.6E-09","1.5E-08","2E-10","8.6E-10","3.1E-11","1.2E-09","5.7E-10","1.3E-10","4E-10","2.3E-09"
"Co-58","70.80d","F","0.3","1.2E-09","1.2E-09","1E-09","8.6E-10","7E-10","1E-09","1.1E-09","1.4E-09","1.7E-09","2.4E-09","2E-09","1.2E-09","2.1E-09","9.6E-10","1.4E-09","1.3E-09","9.4E-10","1.4E-08","9.8E-10","6.5E-10","1.1E-09","8.8E-10","1E-09","1.1E-09","1.3E-09","7.7E-09","1.6E-09"
"Co-58","70.80d","M","0.1","2.5E-09","6.3E-10","1.1E-09","3.9E-10","2.4E-09","2.4E-09","1.5E-09","1.3E-09","2E-09","3.4E-09","2.6E-09","1.1E-09","2.2E-09","1.1E-09","1.2E-09","2E-09","1.1E-09","1.6E-08","1.8E-08","6.4E-10","1.7E-09","3.6E-10","2.4E-09","1.2E-09","8.1E-10","1.1E-09","3.5E-09"
"Co-58","70.80d","S","0.01","3.3E-09","4.3E-10","1.3E-09","2.5E-10","3.4E-09","3.3E-09","1.8E-09","1.2E-09","2.1E-09","3.7E-09","2.8E-09","1.3E-09","2.5E-09","1.3E-09","1.1E-09","2.5E-09","1.2E-09","1.7E-08","2.5E-08","7.1E-10","2.2E-09","1.8E-10","3.3E-09","1.4E-09","6.6E-10","1.2E-09","4.5E-09"
"Co-58m","9.15h","F","0.3","8.4E-12","1.7E-11","7.3E-12","6.4E-12","5.6E-12","7.2E-12","1.7E-11","2.5E-11","6.5E-11","7E-11","6.7E-11","8E-12","1.4E-11","6.8E-12","9.1E-12","8.8E-12","6.8E-12","5.4E-11","7.5E-12","5.3E-12","7.4E-12","6.5E-12","7.2E-12","7.5E-12","8.5E-12","7.2E-12","1.7E-11"
"Co-58m","9.15h","M","0.1","1.4E-11","4.8E-12","6.2E-12","2.3E-12","1.3E-11","1.3E-11","2.7E-11","4.4E-11","1.3E-10","1.4E-10","1.3E-10","6.2E-12","1.2E-11","6.2E-12","5.9E-12","1.1E-11","5.8E-12","6E-11","1.2E-10","3.6E-12","9.5E-12","2.1E-12","1.3E-11","6.8E-12","4.2E-12","6.4E-12","3.8E-11"
"Co-58m","9.15h","S","0.01","1.8E-11","2.1E-12","7E-12","1.3E-12","1.8E-11","1.7E-11","2.9E-11","4.9E-11","1.4E-10","1.5E-10","1.5E-10","6.6E-12","1.3E-11","7.1E-12","5.1E-12","1.3E-11","6.5E-12","6.4E-11","1.6E-10","3.8E-12","1.2E-11","8.9E-13","1.7E-11","7.7E-12","3.1E-12","7.1E-12","4.5E-11"
